District Name,Name,Address,Contact Number,
,Dr Akhilesh Shrivastava-Ayurveda Speciality Clinic.,near union bank,099932 81713,
,"Divya Utkarsh Ayurveda & Yoga Health Ayurvedic Treatment, Medicines, Clinic","G-1,Gokuldham, Khandwa Rd",098260 42177,
,Prabha Ayurveda & Panchkarma,"Khajrana main road, Anand Bazar Rd, above Himalaya Store Infront of Wine Shop",082259 82258,
,Suddhi Ayurveda Health Center Dr. Bhataniya,"723P+PVR, Khandwa Rd",,
,Dr Sandeep Ayurvedic Clinic in indore | Best Ayurvedic Doctors in Indore | ayurvedic doctors in Indore,"Navneet Priya Apartment, A/724, Annapurna Rd, in front of Dussehra Maidan",094254 73908,
,Yashfeen - The Ayurvedic Clinic,"G-5, Rafael Tower",098273 81345,
,Regal Aushadhi Bhandar,Regal Tower Padawa,,
,Dr Saloni Raghuwanshi Ayurvedic clinic,·,099771 55000,
,Dr.Asim's Clinic,"R8GX+RC8, Near KUMARS STUDIO PARDESHIPURA",073894 06000,
,Prabha Ayurveda,"201 A, Sheetal Nagar, near Radisson Hotel",082259 82258,
,Jiva Ayurveda Clinic and Panchakarma Centre - Indore (Ayurvedic Doctor in Indore | Ayurvedic Hospital in Indore),"Manor G-4, Plot, Sanghi, 6/2, Yeshwant Niwas Rd, near Rani Sati Gate",093118 15818,
,Dr Mohit Garg,A1,,
,"Dr. Haldar's Piles Care Centre, Indore","306, 3rd Floor, 8, Capital Tower, Lift, Sapna Sangeeta Rd, near Agrasen Square",096912 41120,
,Nadi Vaidya Pushpa Shrivastava,"10 Baikunth Dham Colony, Anand, Raoji Bazar Main Rd",,
,Dr. R.K.Wadhwani,"169, Hawa Bangala Rd",099267 70397,
,Niramaya Ayurvedic Clinic & Panchkarm center,"163, Kila Maidan Rd",091792 80121,
,Dr. A. K. Jain,"61, Bairathi Colony No 2, Near Tower Square, 61, Khandwa - Indore Rd",083197 96576,
,Nisarg Ayurvedic Clinic & Panchkarma Centre,"34, Tower Chouraha, behind Shitla Mata Mandir",,
,Bhardwaj's Ayurvedic Clinic,"Shop No.7, Nemawar Rd",094250 52547,
,Trisutra Ayurveda Clinic & Panchkarma Center,"G1, Regency Ambika building, 44 shree nagar extension Chandralok Square",095221 15678,
,"Dr. Bhushan Dubey (BAMS, M.Ph. CCPK, CPK, CKS), Bhaskar Multispeciality Ayurveda Hospital","Bhawani Road, Subhash chok",088781 20674,
,Al habeeb skin & health care & hijamah center,R8FQ+R85,090399 02567,
,Dr Anjali Saxena,"13, Main Street",07324 277 244,
,Patanjali Arogya Kendra,"Ground Floor, Awasthi Chowk, Bhandariya Rd",088189 07055,
,Dr Chitra's Ayurveda & Panchkarma,"29, Chota Bangarda Rd",089622 51000,
,,,,
Khargone,,,,
,Ayurved dhanvantari panchkarma chikitsa center,"Near Axis Bank n Jain Mandir sanawad road Khargone mp, Bus station area, Sanawad road president hotel",,
,Charak Ayurved Hospital Khargone,"RJF9+QM8, Nutan Nagar Rd, opp. to Data Hanuman Temple",099260 93666,
,ayurvedic hospital,RJH8+7PG,,
,ayurvedic hospital vibhor ayurveda khargone,"Vrindawan colony, Sanawad Rd",098263 38139,
,Shri Dhanvantari Ayurveda & Panchkarma Clinic,Gayatri Mandir Chouraha,,
,Ayurvedik Dham and panchakarma specialist centre,"134, Tilak Path",097139 26912,
,Ayurkalp Aayurvedic Multi Specility Panchkarma Clinic & Infertility Centre,RJP8+HG9,,
,"Gupt Rog Dawakhana Khargone, Top sexologist",Bus stand ke bahar. Hotel laziz ke upar,099260 23526,
,Vaidvik Medical,"RJHF+VJQ, Sanawad Rd",094240 58553,
,केयर वेल क्लिनिक,Bus Stand,,
,Pooja Ayurvedic Agency,"RJG7+4GR, Tilak Path",,
,Aayurvedic clinic,"RJF7+G28, Tilak Path",,
,Abhinandan Polly clinic,RJ79+RWX,,
,Care well clinics,"Bus stand, behind gour petroleum",,
,Haji Mukim Hakim Ji,RJF5+97M,,
,Patanjali Ayurveda,"2, Devla - Khargone Rd",,
,Dr. Tarun Patidar sampoorn ayurved panchkarm center,"MP SH 38, Dhamnod Rd, opp. Bal Vidhya Mandir School",075662 64832,
,Homoeopathy clinic,"Juice Point, 240 A, Gajanan Soni Marg",,
,Shri aaditya homoeo clinic,"Shivashish,sugandhi complex Kunda nagar square, Bistan Rd",097136 33883,
,Herbs and hakim health clinic,"RJF5+C7G, Kala Deval Rd",,
,Dr Ashish Soni,"67, Sanawad Rd, near RTO",098936 43399,
,Mi Lifestyle Marketing Global PVT LTD,"150 A, Barsana Township, Sanawad Rd",,
,Dr. Vishal Kapoor's Clinic,"Rathore Market, MG Rd",,
,Vedansh Ayurveda super speciality clinic and panchkarm centre,,,
,Dr. R.S. Pawar,"31, Jawahar Marg",072802 24401,
,Fateh dawakhana khargone,मोहन टाकीज के सामने फतेह दवाखाना,078692 51786,
,,,,
Balaghat,,,,
,suneri ayurved evam panchkarma Clinic,"Mardikar Gali, near Mr Rahim khans house",,
,Sanjeevani Ayurveda Center,R58J+83Q,098935 05365,
,Dhanvantri ayurvedic dawakhana,"Vaidh lawn, kesar plaza complex, hanuman chowk, Dhanraj Complex",062612 22348,
,Patanjali Chikitsalaya,"Opp. MRF Showroom, By Pass Chowraha",093006 26243,
,OM Ayurved Pharmacy & Aushdhalaya,Ramtekkar Gali,,
,Dr Pankaj Meshram Ayurveda Panchkarma Centre Balaghat,Shreevastav gali,,
,Dr.Rakesh Thakre Ayurveda Health Care Clinic,"Nirmal Nagar ward No. 32 moti nagar mahule hard ware road, approx 100mtr chhind tree gali, to, last left turn",,
,"shivshakti homoeo. & ayurvedic clinic,","First Floor, main road, new sarafa chouk, Dhanraj Complex",,
,Ayush Wing Panchkarma Therapy Center Balaghat,R59J+8JH,,
,"Ayurvedic Medical,Balaghat",Forest Office,,
,Dr. Bharat chouhan | Sexologist | Dhanvantari ayurvedic dawakhana,"Dhanvantari ayurvedic dawakhana, kesar plaza complex, Vaidh lawn, Dhanraj Complex",,
,Nityam Ayurved Aushdhalaya,Waraseoni-Balaghat Rd,,
,Nuri Sifa khana,R59Q+VRQ,,
,Dr dinesh vaishnav,Gurudwara Road,,
,Patanjali chikitsalaya &stores (mahadeva Enterprises),"Rishi Complex, Gondia - Balaghat Rd",,
,gurukripa clinic dr.misare,R6F3+5FM,,
,Dr.A.R.singade (Aurvedic),"madrsa chok, Balaghat waraseoni highway near sardar patel college",078987 87089,
,SHREE AYURVED AUOSHDHALAYA,"R58R+P44, Main Rd",,
,Dr kanhaiya Pardhi sarpanch,PXMW+446,,
,Adinath ayurved,"R58R+8WP, Main Rd",,
,AYUSH Health & Wellness Centre ( HWC) Linga,Q7J3+J4G,,
,"Dr. Narendra Harinkhede (MBBS, MD)",R59Q+33P,,
,Maa Vaishno devi Medical,"Ward No, 30, Gondia - Balaghat Rd",078696 77599,
,Ayush Clinic,Ward No 1,093008 13535,
,Dixit Homoeo Centre,11,07632 247 292,
,,,,
Chhindwara,Shri Shukla Ayurveda,Main Road,094246 79466,
,"Dr Nidhi Jain BAMS, MS(AY) - NIDHISHRI CLINIC","Model Road, near Tribal Museum",097945 43985,Ayurvedic doctor
,Sanjeevini Ayurveda Clinic | Ayurved clinics | Panchakarma Center,"Narsinghpur Rd, beside of gramin bank,infront of janpad school",078423 46236,
,Dr Neeraj Ayurveda Diabetes Clinic,"3X63+457, Shanichara Market Rd",,
,Dr Prakash Tata Ayurvedacharya,,,Ayurveda
,"Jeevan Jyoti Ayurvedic Chikitsalaya,Chhindwara","Narsinghpur, Naka, PG road, near Radhe Krishna Mandir",094796 66791,
,श्री गुरु कृपा आयुर्वेद,3X72+XCJ,,
,Dr sony ayurvedic,"3W2V+622, Unnamed Road",,
,Ashtang Ayurved Hospital,"Near Bodri river bridge, Nagpur Rd",076949 46234,doctor
,Pawar Ayurveda - Online Store,Gali No. 7,,
,CSV AYURR,·,096853 74927,
,Kalptaru Ayurveda,3W5M+2VQ,096445 22335,
,Nidhishri Clinic,3WFP+JPQ,,
,Charak Ayurveda Center,"Noniya karbel, Parasia Rd, near Cold Storage",075808 14061,
,Nidan ayurved center,"2WXQ+4QP, front of hanuman mandir",,
,Raghuwanshi Ayurveda,Lalbagh Rd,,
,Punyashri ayurved vatika,"426, Narsinghpur Rd",,
,Ayush Wing Panchkarma Therapy Center Chhindwara,"Nagpur Rd, opp. kotwali thana",094258 49506,Doctors
,Shraddha Ayurveda,"2WXM+469, Badban Road",07162 242 371,
,"पतंजलि चिकित्सालय एवं सुपर बाज़ार, शनिचरा",3X62+8R8,094258 34141,Delivery
,,,,
Jabalpur,"Jiva Ayurveda Clinic - Jabalpur, Madhya Pradesh","Basement Floor, Plot no 37, H.No 849 C, opposite Manas Bhawan",093118 15825,
,Jabalpur Ayurveda chikitsalaya,"no.2, Madan mahal, 1677, Station Rd, near telegraph gate",098268 39423,
,Sri Sanjeevni Ayurveda And Panchkarma Clinic - Best Ayurvedic doctor clinic in jabalpur,"43, opp. LIC",099937 72413,
,Nadi Vaidya Shukla,"Naadi Vaidya Shukla, C/o, 14/320, near Ghadi Chowk",,
,Shuddhi Hiims (Jabalpur) Ayurveda Clinic,"1222, near Chautha Pool, near Bhaisasur Mandir",087920 87920,
,Ayurvedic Clinic,6X46+7W6,,
,Aarogyam Nature Cure Centre,"gate no. 1, Angad Hanuman mandir 1st floor, near District hospital",092109 83325,
,"Kamla Devi Ayurved Chikitsa Kendra Evum Piles Diagnostic Center, JBP","Awadhpuri Colony, Gwarighat, main road",096444 05676,
,Kerala Ayurved Niketan,"Near Baadshah Halwai Mandir, Gwarighat Rd, near Badshah, opp. SFRI ( Forest Department",070893 03370,
,Charak Ayurveda Panchkarma Chikitsa Kendra,"3,4 Samdariya Complex No. 1, In front Of PNB Bank, Near Axis Bank(Parijat Building, Main Rd",099934 08558,
,Swami Ayurved Jabalpur,"Aadi Enclave, Swami Ayurved, T.F.3, opp. to Joy Tutorials School",093001 57500,
,Dr Smriti Chourasia Ayurveda Clinic,"5V6R+9WG, plot no.165-166, shahinaka road, Garha 1320k, gurhataal, street, near ganesh furniture",081095 55577,
,Dr.S.K. Khare Nishant Ayurveda Clinic,5W62+GFF,,
,Dr. Nishant Jain SPIRITUAL HEALER,"Sukh Sagar Valley, B-98, Casa Elita, Polipathar, Gwarighat Road, Jabalpur",097557 29593,
,AROGYA CLINIC AYURVED PANCHKARMA AND HOMEOPATHY,"T25 Ground Floor, Hathital Colony Rd",089625 48384,
,Dr. Ambalkar's Ayurvedic Research Centre Pvt. Ltd.,"1544, The Ayurved's World, Multimedi Pharma, Home Science College Rd, opposite Ashish nursing Home",094251 53484,
,Dr. D S Pandey Ayurveda Clinic,,079878 14037,
,PARIJATAK Ayurveda Clinic & Panchakarma Center,"1376 A, Home Science College Rd",096072 97777,
,Arogyam Ayurveda & Health Center,"5WP5+3WQ, Ahinsa Chowk",094794 61826,
,"Ayurved & Panchkarm, Dr. Biswas & Dr. Diwan's Sri Sri Ayurved Clinic","2279, NH 12A",094258 98645,
,Niramay Ayurved Wellness Center,"5WPF+9X5, Punjab Bank Colony, Cherital",094258 37735,
,sri sanjeevni ayurveda & panchakarma clininc,"5W35+98V, Nagpur Rd",76126555510,
,G.M. Ayurved Jabalpur,"5W6F+7Q7 Besides Ashish Hospital, Home Science College Rd",081093 88669,
,The Aarya Vaidhya Shala Kerala,"Swasthik Villas, A-02, Tilwara Rd, opposite Gyan Ganga Engineering College",078794 73773,
,"Dr Shobhit Jain, Arogyam Ayurved",6W3Q+RJ6,,
,Shri Ayurveda Sadan,"Gurudwara, Seth Nihalchand Complex, G/12, Road",,
,TRIVENI AYURVED CHIKITSA KENDRA DR.ABHILASH SHUKLA,HAJ 28,094244 30645,
,Divya Family Clinic,Ganga nagar main road,088188 49122,
,Dr. Patel Clinic,"5WJ5+X55, Vijay Nagar",,
,Anti Piles The Indian Ayurveda Therapy,"89, Pharma Science, Anand Nagar, Near Anand Nagar Post Office",,
,Vaid Bodhraj Patel,5WCH+XXG,099817 89991,
,Veda Ayurveda,5WQ8+325,,
,Shanker Aushdhalaya,Shastri Bridge,094796 39754,
,Chandrabhan Ayurved Stores,"Russel Chowk, beside Vardhman Hotel, near Dominoz pizza",097709 77061,
,Lodhi Homeopathic Ayurvedic Clinic,"5WWQ+PR9, Ram Nagar",090254 64204,
,Dr.Biswas Diwan Clinic,"Shop No.2 Garha Bowli, Kosta Mohalla",094258 98645,
,"Madhavbaug Clinic - Napier town, Jabalpur","Radheshyam Bhavan, Home Science College Rd, in front of Chai square",082690 64700,
,,,,
Katni,LSDM Ayurvedic dispensary katni,"R9FM+VWF, near by KayPee Bajaj, Baragwan",,
,Narayanam Hospital - Ayurvedic & Homoeopathic Hospital In Katni,Gali Number 2,097134 96262,
,Dr Tare,RCQ5+F88,,
,Patanjali Chikitsalaya,"Rajasthan Bhawan, near garg chowraha",,
,दीवान दवाखाना (आयुर्वेदिक),"R9RW+CJW, Adarsh Colony Rd",,
,Asha Naturecure- Naturopathy & Energy Healing Center,PARTH HEALTH CLUB LANE 4 Row on right hand 2 duplex Samdariya city,,
,Anandi Lal Jagdish Prasad Namdeo Ayurvedic Shop,Khermai Chowk Jhanda Bazar,098934 25327,
,Vibhu Clinic,"R9QW+FPW, LIC Office Road, near Sonu Restaurent",,
,Herbal Clinic,Nadipar,,
,Hari om clinic,·,094247 08662,
,Devi medical & Ayurvedic agency,Garg chouraha,,
,Andhra board for ayurveda and homeopathy,"RCH8+V53, Sai Puram Colony Rd",0866 241 0067,
,DR YOGESH GAUTAM,R9QP+GVP chandak chock,090749 01083,
,Rishi Kalp Health Care International,"Chopra colony Katni, Road, near Brahma kumari Ashram",,
,My Gold Medicine Hall,,,
,Dr.Ashok Vishwakarma clinic,·,099810 02640,
,Gupta ayurvedic aushadhalaya,"Gupta ayurvedic aushdhalaya, Near laxmi dharmsala, Station Rd",083491 95475,
,Nirogdham Shree Sewa Sansthan Katni,"Mod, near Sai Mandir Panna",,
,"Shree Homeo Speciality Homoeopathic Clinic Dr.Ravishankar Sarawgi B.H.M.S, M.D","Old Ram Hospital, Front of Dr poonam bajaj hospital",086022 17575,
,astha homoeopathic clinic,VCR6+J52,094073 59778,
,Dr Smriti Chourasia Ayurveda Clinic,"5V6R+9WG, plot no.165-166, shahinaka road, Garha 1320k, gurhataal, street, near ganesh furniture",081095 55577,
,"Balaji Dawakhana Katni MP Sadik Market For Piles,fisher,pistula Jharra Tikuriya","R9GW+CCM, Unnamed Road",098264 50779,
,Vijay Memorial Hospital,In Front of New Bus Stand,076222 40293,
,Arogya jeevnam aayurvade chikitsa kendra,"Dr. K n tiwari house, ramjanki hanuman ward",,
,Vidyarthi Vaidya ayurveda and panchkarma clinic,Mithai Lane,082690 42642,
,Ram Herbal And Ayurvedic Health Care IMC Layout,durga chouk,,
,Biswas Janswasthya Dawakhana,1,093002 99355,
,Ayurveda Clinic (__आयुर्वेदिक क्लीनिक__),HR9R+4MC,,
,Aatreya Panchakarma - Ayurvedic And Homoeopathic Clinic,"Bus Stand, Nehru Nagar Main Gate, samdariya multiplex ke Samne, New",097139 95463,
,Dr Alok Singh (Arogyam Ayurveda),·,062600 24382,
,Govt Ayurved Aushdhalay Kharkhari,V848+C7X,,
,keraliya panchkarma and Ayurkeralam Ayurvedic clinic,"Keraliya panchkarma, railway station, mod, near Sunil dhaba",097558 73295,
,Dr.Tarun Singh ( Aarya Vaidhyam - Ever Healthy Health Centre ),"ard no.32 behind kopriha petrol pump ,near new bus stand",094253 44432,
,Aashtha Clinic,Mission Chowk Rd,,
,Sanyasi Ayurvedic Medicine,HRF4+C67,,
,CURE ZONE HOMOEOPATHIC CLINIC/DR.V.B.KHARE,"Sher chowk, near sai mandir",098273 19430,
,Veda Ayurveda,5WQ8+325,,
,Patanjali Arogya Kendra,Shop No 55,093029 22692,
,SAMRIDDHI AYURVEDA,,,
,,,,
Mandla,Dr. Rakesh ayurvedic,MP54+3RC,,
,Dr dhani Singh,QPH7+27C,,
,Anandi Lal Jagdish Prasad Namdeo Ayurvedic Shop,Khermai Chowk Jhanda Bazar,098934 25327,
,Gov. Ayush Dispensary Kunda,PWR9+6C4,,
,LSDM Ayurvedic dispensary katni,"R9FM+VWF, near by KayPee Bajaj, Baragwan",,
,Vibhu Clinic,"R9QW+FPW, LIC Office Road, near Sonu Restaurent",,
,Dr. D K KUSHWAHA | General Physician | SAMPOORN AROGYAM EH CLINIC MEDICAL AND PATHOLOGY,"SAMPOORN AROGYAM EH CLINIC MEDICAL AND PATHOLOGY, Dr D K KUSHWAHA, kuthiya mahagwan Bichua tola tehsil barhi",,
,Shubh clinic,PHXF+CGH,,
,Dr Tare,RCQ5+F88,,
,दीवान दवाखाना (आयुर्वेदिक),"R9RW+CJW, Adarsh Colony Rd",,
,Narayanam Hospital - Ayurvedic & Homoeopathic Hospital In Katni,Gali Number 2,097134 96262,
,Govt.Ayush Dis Vilaytkalan Ktni,PM83+42X,,
,Andhra board for ayurveda and homeopathy,"RCH8+V53, Sai Puram Colony Rd",0866 241 0067,
,Hari om clinic,·,094247 08662,
,DR. S. D. Nair Trishomal Ayurved Dawakhana,"Gour tiraha, Mandla - Jabalpur Rd",,
,Patanjali Chikitsalaya,"Rajasthan Bhawan, near garg chowraha",,
,Asha Naturecure- Naturopathy & Energy Healing Center,PARTH HEALTH CLUB LANE 4 Row on right hand 2 duplex Samdariya city,,
,Herbal Clinic,Nadipar,,
,My Gold Medicine Hall,,,
,Dr.Ashok Vishwakarma clinic,·,099810 02640,
,Maa sadhana clinic mandla,J92C+C6G,,
,Maa aashmani clinic,"Pan umariya road, Government ayurvedic hospital k aage, Government middle school khalari k aage Gram- khalri . Post - khalri, Tehsil- manjholi",,
,Dr. D S Pandey Ayurveda Clinic,,079878 14037,
,Patanjali Chikitsalaya,"Bus Stand Rd, near ashoka hotel",088789 70817,
,DR YOGESH GAUTAM,R9QP+GVP chandak chock,090749 01083,
,Dhanwantari Ayurvedic pharma,"जिला पंचायत गायत्री मन्दिर के सामने, डॉ. राधाकृष्णन् वार्ड न. 17, near Nehru smarak",062608 26682,
,DR. BHAGWAT,11,,
,kayakalpa ayurveda panchkarma clinic,"Infront of central bank of India, housing board flats",,
,Dr S Mishra,Mrignayni Road,099819 91530,
,Sri Sanjeevni Ayurveda And Panchkarma Clinic - Best Ayurvedic doctor clinic in jabalpur,"43, opp. LIC",099937 72413,
,Pvt bus stand,Bus stand,,
,Ayush Wing Panchkarma Therapy Center Mandla,"H9WC+GFW, District Hospital Sitapur St",,
,"Psychology, Meditation & Ayurveda centre","7, near bus stand",,
,Biswas Janswasthya Dawakhana,1,093002 99355,
,"Shree Homeo Speciality Homoeopathic Clinic Dr.Ravishankar Sarawgi B.H.M.S, M.D","Old Ram Hospital, Front of Dr poonam bajaj hospital",086022 17575,
,Jabalpur Ayurveda chikitsalaya,"no.2, Madan mahal, 1677, Station Rd, near telegraph gate",098268 39423,
,Dr N P Tiwari,R9JX+693,,
,Ayurveda Panchakarma Chikitsalaya & Research Center,"6XM8+C6R, Main Road Maharajpur",099931 63180,
,Dr. manoj jain clinic,"HM5H+444, NH 34",078981 48128,
,Dr Smriti Chourasia Ayurveda Clinic,"5V6R+9WG, plot no.165-166, shahinaka road, Garha 1320k, gurhataal, street, near ganesh furniture",081095 55577,
,"Jiva Ayurveda Clinic - Jabalpur, Madhya Pradesh","Basement Floor, Plot no 37, H.No 849 C, opposite Manas Bhawan",093118 15825,
,TRIVENI AYURVED CHIKITSA KENDRA DR.ABHILASH SHUKLA,HAJ 28,094244 30645,
,Lodhi Homeopathic Ayurvedic Clinic,"5WWQ+PR9, Ram Nagar",090254 64204,
,The Aarya Vaidhya Shala Kerala,"Swasthik Villas, A-02, Tilwara Rd, opposite Gyan Ganga Engineering College",078794 73773,
,Shuddhi Hiims (Jabalpur) Ayurveda Clinic,"1222, near Chautha Pool, near Bhaisasur Mandir",087920 87920,
,Lodhi Homeopathic,"6X5R+9PW, Bajrang Nagar, Ranjhi Road",094254 64804,
,Dr. Ambalkar's Ayurvedic Research Centre Pvt. Ltd.,"1544, The Ayurved's World, Multimedi Pharma, Home Science College Rd, opposite Ashish nursing Home",094251 53484,
,sri sanjeevni ayurveda & panchakarma clininc,"5W35+98V, Nagpur Rd",76126555510,
,Dr C.P. Tiwari,Sihora Rd,,
,Ayurvedic Clinic,6X46+7W6,,
,Veda Ayurveda,5WQ8+325,,
,Dawai Ghar,"H9XC+GR6, Shri Ayurved Aushadhi Bhandar, Padav Road, near Chilman Chowk, in-front of Dr. Sharma Sonography",,
,Dr Devendra thakur,"Delhi CT scan centre, rani durgawati ward, near Government Hospital",,
,Niramay Ayurved Wellness Center,"5WPF+9X5, Punjab Bank Colony, Cherital",094258 37735,
,Guru Kripa Ayurvedic,"5XM6+F7W, Jhamandash Chowk, Lalmati, near LGN School",093008 56851,
,Swami Ayurved Jabalpur,"Aadi Enclave, Swami Ayurved, T.F.3, opp. to Joy Tutorials School",093001 57500,
,Anti Piles The Indian Ayurveda Therapy,"89, Pharma Science, Anand Nagar, Near Anand Nagar Post Office",,
,Thakur ayush clinic(Homoeopathy and ayurveda),Main road,,
,ayurvedik Clinic,6XJ5+6PP,,
,Mewad dawakhana -Piles cure clinic,"Katangi Rd, near Sona marriage garden",,
,Dr.S.K. Khare Nishant Ayurveda Clinic,5W62+GFF,,
,Arogyam Ayurveda & Health Center,"5WP5+3WQ, Ahinsa Chowk",094794 61826,
,AROGYA CLINIC AYURVED PANCHKARMA AND HOMEOPATHY,"T25 Ground Floor, Hathital Colony Rd",089625 48384,
,Patanjali Health Center,"Main Market Sihora, Jabalpur, NH-7, Jabalpur",094253 56044,
,HONEY MEDICOS,R97G+XP9,,
,Ayurvedic Dawakhana,"6X93+89V, Indra Nagar, Suhagi",096856 19343,
,G.M. Ayurved Jabalpur,"5W6F+7Q7 Besides Ashish Hospital, Home Science College Rd",081093 88669,
,Shree Sharma Ayurvedic Drug Stores - Medical Store New Kanchanpur,"Shop No. 7, Railway Tin Pulia, New Kanchanpur, Adhartal",086027 65865,
,Dr. Vikas Rai,Karikon Tiraha,,
,Dr. Shukla Homeopathy Clinic,·,070004 27220,
,SAMRIDDHI AYURVEDA,,,
Narsinghpur,,,,
,,,,
,Gov. Ayush Dispensary Kunda,PWR9+6C4,,
,Dr Gop,"W5WH+FCG, Unnamed Road",,
,Asthang Chikitsalya,"Bhari Road, Anant Ram Chauraha",089828 23039,
,Dr pranav shendye,Sai Vila,,
,Dr. Tarun Ray Clinic,"Bahari Road, Kandeli",094243 27974,
,"EMERGENCY UNIT, OF TREATMENT, FOR PATIENTS.","144, Banskuari Road, Pathak Ward Purana Ram Nagar, H/No 02",,
,Patanjali Chikitsalaya,"Singhpur Road, near Cement Pipe Industries",099934 81901,
,Jan Swasth Clinic,Sankal Road,098263 31011,
,DR. BHAGWAT,11,,
,Dr.Rajkumar Nema,W5XW+35V,,
,Shree Vishwa Naramda Ayurvedic Chikitsalaya,"WQ8J+979, in front of khakariya temple",,
,Sanjeevani Ayurved,Sanjeevani Ayurved Narsigward,094072 81663,
,Aayurved Orthopaedic,"H563+GW4, Unnamed Road",,
,Dr. manoj jain clinic,"HM5H+444, NH 34",078981 48128,
,Dr. Sudhir Singhai,W5WX+H6R,077922 30715,
,Dr Smriti Chourasia Ayurveda Clinic,"5V6R+9WG, plot no.165-166, shahinaka road, Garha 1320k, gurhataal, street, near ganesh furniture",081095 55577,
,Dr. Ritu Homoeopathy,"W6W2+MVJ, Sankal Rd",089891 57372,
,Gumasta Homoeopathic Clinic,·,095753 69748,
,Satyam Medical And Panchgavya Sansthan - Best Medical Chemist Supply Stores | Top Clinic and Pathology in Narsinghpur,Bahari Road,091111 60111,
,Swami Ayurved India,"Barmaan, Kareli, 487330",093001 57500,
,Sri Sanjeevni Ayurveda And Panchkarma Clinic - Best Ayurvedic doctor clinic in jabalpur,"43, opp. LIC",099937 72413,
,DR. S. D. Nair Trishomal Ayurved Dawakhana,"Gour tiraha, Mandla - Jabalpur Rd",,
,Dr. Prakash Kumar Malviya,"Chhota Shiv Mandir , Housing Board Colony, LIG",,
,Dr.S.K. Khare Nishant Ayurveda Clinic,5W62+GFF,,
,Ayurveda Panchakarma Chikitsalaya & Research Center,"6XM8+C6R, Main Road Maharajpur",099931 63180,
,Sanjeevani Ayurved&Panchkarma,·,094072 81663,
,Jabalpur Ayurveda chikitsalaya,"no.2, Madan mahal, 1677, Station Rd, near telegraph gate",098268 39423,
,Arogyam Ayurveda & Health Center,"5WP5+3WQ, Ahinsa Chowk",094794 61826,
,Sai Shraddha Homeopathic Clinic,lig32,088890 17889,
,"Ayurved & Panchkarm, Dr. Biswas & Dr. Diwan's Sri Sri Ayurved Clinic","2279, NH 12A",094258 98645,
,"Jiva Ayurveda Clinic - Jabalpur, Madhya Pradesh","Basement Floor, Plot no 37, H.No 849 C, opposite Manas Bhawan",093118 15825,
,Shuddhi Hiims (Jabalpur) Ayurveda Clinic,"1222, near Chautha Pool, near Bhaisasur Mandir",087920 87920,
,Dr. Ambalkar's Ayurvedic Research Centre Pvt. Ltd.,"1544, The Ayurved's World, Multimedi Pharma, Home Science College Rd, opposite Ashish nursing Home",094251 53484,
,Ayurvedic Clinic,6X46+7W6,,
,Niramay Ayurved Wellness Center,"5WPF+9X5, Punjab Bank Colony, Cherital",094258 37735,
,Dr. D S Pandey Ayurveda Clinic,,079878 14037,
,Dr. Nishant Jain SPIRITUAL HEALER,"Sukh Sagar Valley, B-98, Casa Elita, Polipathar, Gwarighat Road, Jabalpur",097557 29593,
,nirog dham shree,"5WJH+VPC, GOPAL VIHAR NEAR MAHESH BHAVAN ,GOPAL SADAN",099778 40056,
,Shri Hardik Ayurveda,"8, Pragya Point, Beside Dr. Mehta Ranital Chowk, Saheed Smarak Road",098933 13414,
,TRIVENI AYURVED CHIKITSA KENDRA DR.ABHILASH SHUKLA,HAJ 28,094244 30645,
,"Dr Shobhit Jain, Arogyam Ayurved",6W3Q+RJ6,,
,Shri Shri Devine Ayurvedic,"5WP5+2V7, Ahinsa Chowk",098276 77290,
,Aarogya Ayurved Kendra,6W3Q+QJW,,
,Poornayu Ayurved Chikitsalaya evam Anusandhan Vidyapeeth,Teerth,099885 91407,
,AROGYA CLINIC AYURVED PANCHKARMA AND HOMEOPATHY,"T25 Ground Floor, Hathital Colony Rd",089625 48384,
,AROGYAM CHIKITSALAYA (AYURVEDIC),VQXQ+M6C,,
,Chhote Pasari,"5WRP+88R, Miloni Ganj Road, Gohalpur",076123 41849,
,Veda Ayurveda,5WQ8+325,,
,The Aarya Vaidhya Shala Kerala,"Swasthik Villas, A-02, Tilwara Rd, opposite Gyan Ganga Engineering College",078794 73773,
,Swami Ayurved Jabalpur,"Aadi Enclave, Swami Ayurved, T.F.3, opp. to Joy Tutorials School",093001 57500,
,Dr. Patel Clinic,"5WJ5+X55, Vijay Nagar",,
,Shree Sharma Ayurvedic Drug Stores - Medical Store New Kanchanpur,"Shop No. 7, Railway Tin Pulia, New Kanchanpur, Adhartal",086027 65865,
,A. K. Jain,"64, Opp. Old Megha Furniture, Tulsi Nagar, Cherital Ward",094244 20964,
,Patanjali Chikitsalay,"Ground Floor Main Road, Kandely, near Subhash Chauraha",090392 06212,
,,,,
Seoni,,,,
,,,,
,Ayurvedic Hospital,"480884, Sadak Seoni to Payli khurd Rd Via BARRA",,
,Dr Vikas Agrawal's Homeo Clinic,·,099816 80006,
,Shakti Clinic (kharsutra Ayurveda),9WC4+3JH,093004 88615,
,Dr pranav shendye,Sai Vila,,
,Sanjeevani Ayurved&Panchkarma,·,094072 81663,
,Dr Gop,"W5WH+FCG, Unnamed Road",,
